year,month,day,hour,week,dow,doq,qoy,Date,x1,x2,x3,output,Height,Temp3m,Temp6m,Temp12m,Oxy12m,Salin6m,Speed5m,SpeedDir5m
2019,7,17,12,29,3,17,3,2019-07-17T12:00:00.0,5.269572918716788,6.412165238627427,9.001108053043572,7.1452056727580615,9.001108053043572,11.780159999999999,11.276505,9.9527505,91.210115,32.404345,3.704,320.091
2019,7,17,11,29,3,17,3,2019-07-17T11:00:00.0,4.921487803695262,5.269572918716788,6.412165238627427,9.001108053043572,6.412165238627427,11.82278,11.62627,10.24275,34.78481,29.39088,1.8815,221.9995
2019,7,17,10,29,3,17,3,2019-07-17T10:00:00.0,4.816819711774125,4.921487803695262,5.269572918716788,6.412165238627427,5.269572918716788,12.0047,11.667535,10.718985,29.542875000000002,29.120385,4.2985,223.245
2019,7,17,9,29,3,17,3,2019-07-17T09:00:00.0,5.340530846484936,4.816819711774125,4.921487803695262,5.269572918716788,4.921487803695262,12.254764999999999,12.038485,10.618345,37.486325,29.363680000000002,3.638,224.8185
2019,7,17,8,29,3,17,3,2019-07-17T08:00:00.0,4.721335416383644,5.340530846484936,4.816819711774125,4.921487803695262,4.816819711774125,12.342369999999999,11.933074999999999,10.793624999999999,36.04581,29.433175,3.675,162.14
2019,7,17,7,29,3,17,3,2019-07-17T07:00:00.0,3.32073178742692,4.721335416383644,5.340530846484936,4.816819711774125,5.340530846484936,12.40076,12.187405,10.34243,44.720235,29.430594999999997,8.4255,184.398
2019,7,17,6,29,3,17,3,2019-07-17T06:00:00.0,3.8101126731084523,3.32073178742692,4.721335416383644,5.340530846484936,4.721335416383644,12.42121,12.320540000000001,10.15557,47.278785,29.305135,2.7119999999999997,215.115
2019,7,17,5,29,3,17,3,2019-07-17T05:00:00.0,4.988182944321293,3.8101126731084523,3.32073178742692,4.721335416383644,3.32073178742692,12.364519999999999,12.072225,9.690701,48.194715,29.509075000000003,12.0305,315.96450000000004
2019,7,17,4,29,3,17,3,2019-07-17T04:00:00.0,5.983216186883043,4.988182944321293,3.8101126731084523,3.32073178742692,3.8101126731084523,12.597470000000001,12.611065,9.402848,48.811505,29.094575,18.418,314.85400000000004
2019,7,17,3,29,3,17,3,2019-07-17T03:00:00.0,6.3157473457730875,5.983216186883043,4.988182944321293,3.8101126731084523,4.988182944321293,12.271155,12.386244999999999,9.5280025,48.397099999999995,29.769080000000002,17.875,316.4475
2019,7,17,2,29,3,17,3,2019-07-17T02:00:00.0,7.210721340765253,6.3157473457730875,5.983216186883043,4.988182944321293,5.983216186883043,12.064540000000001,12.041785,9.7034945,47.305015,29.93508,10.089,317.34450000000004
2019,7,17,1,29,3,17,3,2019-07-17T01:00:00.0,8.199929955994092,7.210721340765253,6.3157473457730875,5.983216186883043,6.3157473457730875,11.29212,11.073475,9.8300605,47.020275,30.18816,4.027,314.733
2019,7,17,0,29,3,17,3,2019-07-17T00:00:00.0,7.5210009844211445,8.199929955994092,7.210721340765253,6.3157473457730875,7.210721340765253,11.852385,11.48086,9.852815,47.03022,29.977305,1.2105000000000001,169.8185
2019,7,16,23,29,2,16,3,2019-07-16T23:00:00.0,7.514340898992555,7.5210009844211445,8.199929955994092,7.210721340765253,8.199929955994092,11.886275,11.75584,9.918220000000002,38.94883,29.887295,1.2815,253.75650000000002
2019,7,16,22,29,2,16,3,2019-07-16T22:00:00.0,5.94964863486003,7.514340898992555,7.5210009844211445,8.199929955994092,7.5210009844211445,11.977135,11.843245,10.22277,34.291725,29.720064999999998,4.1315,184.7815
2019,7,16,21,29,2,16,3,2019-07-16T21:00:00.0,6.400123169563432,5.94964863486003,7.514340898992555,7.5210009844211445,7.514340898992555,12.163785,12.22515,10.51314,33.065664999999996,29.361765,1.721,179.464
2019,7,16,20,29,2,16,3,2019-07-16T20:00:00.0,5.455651998385143,6.400123169563432,5.94964863486003,7.514340898992555,5.94964863486003,12.01044,11.850674999999999,10.12805,36.161525,29.487074999999997,6.893,167.96699999999998
2019,7,16,19,29,2,16,3,2019-07-16T19:00:00.0,4.7200023321802,5.455651998385143,6.400123169563432,5.94964863486003,6.400123169563432,12.233905,12.13223,10.448885,40.850170000000006,29.23209,8.1125,194.3465
2019,7,16,18,29,2,16,3,2019-07-16T18:00:00.0,4.905656345907308,4.7200023321802,5.455651998385143,6.400123169563432,5.455651998385143,12.48259,12.40923,10.162525,47.885855,29.18105,8.999500000000001,242.748
2019,7,16,17,29,2,16,3,2019-07-16T17:00:00.0,4.417095920924405,4.905656345907308,4.7200023321802,5.455651998385143,4.7200023321802,12.452935,12.424015,9.894597000000001,47.53331,29.523495,5.5485,284.2045
2019,7,16,16,29,2,16,3,2019-07-16T16:00:00.0,4.72782874617737,4.417095920924405,4.905656345907308,4.7200023321802,4.905656345907308,12.377369999999999,11.981665,9.857297500000001,50.689350000000005,29.313375,5.585,256.3215
2019,7,16,15,29,2,16,3,2019-07-16T15:00:00.0,4.763684038020322,4.72782874617737,4.417095920924405,4.905656345907308,4.417095920924405,12.2149,11.87457,9.9591,51.97221,29.81313,9.483,313.08050000000003
2019,7,16,14,29,2,16,3,2019-07-16T14:00:00.0,5.728922402741195,4.763684038020322,4.72782874617737,4.417095920924405,4.72782874617737,12.01794,12.00967,10.00793,47.855905,29.950705,12.5345,319.77599999999995
2019,7,16,13,29,2,16,3,2019-07-16T13:00:00.0,6.810084017958606,5.728922402741195,4.763684038020322,4.72782874617737,4.763684038020322,12.234115,12.23344,10.042570000000001,49.400525,29.516225,11.05,323.63750000000005
2019,7,16,12,29,2,16,3,2019-07-16T12:00:00.0,6.356481843335262,6.810084017958606,5.728922402741195,4.763684038020322,5.728922402741195,12.22805,12.39036,9.9446125,47.9989,29.25425,6.4559999999999995,343.9935
2019,7,16,11,29,2,16,3,2019-07-16T11:00:00.0,7.182808957479814,6.356481843335262,6.810084017958606,5.728922402741195,6.810084017958606,12.088095,12.014615,10.07299,41.723195000000004,29.741770000000002,3.1185,275.8915
2019,7,16,10,29,2,16,3,2019-07-16T10:00:00.0,5.6431552891499015,7.182808957479814,6.356481843335262,6.810084017958606,6.356481843335262,12.166735,12.253165,10.502815,40.427675,29.756075,2.6405000000000003,252.9325
2019,7,16,9,29,2,16,3,2019-07-16T09:00:00.0,4.494707721914843,5.6431552891499015,7.182808957479814,6.356481843335262,7.182808957479814,12.157585000000001,12.14875,10.705055,29.95495,29.51127,4.1355,183.98649999999998
2019,7,16,8,29,2,16,3,2019-07-16T08:00:00.0,4.868711418602571,4.494707721914843,5.6431552891499015,7.182808957479814,5.6431552891499015,12.265205,12.097735,10.764655000000001,43.83806,29.804814999999998,3.0140000000000002,224.97699999999998
2019,7,16,7,29,2,16,3,2019-07-16T07:00:00.0,4.853000474383301,4.868711418602571,4.494707721914843,5.6431552891499015,4.494707721914843,12.26289,12.263850000000001,10.77078,44.794445,29.810519999999997,2.902,281.2445
2019,7,16,6,29,2,16,3,2019-07-16T06:00:00.0,3.8226299694189603,4.853000474383301,4.868711418602571,4.494707721914843,4.868711418602571,12.39014,12.288499999999999,11.172460000000001,46.25901,29.815240000000003,4.265,212.80450000000002
2019,7,16,5,29,2,16,3,2019-07-16T05:00:00.0,4.168010115378537,3.8226299694189603,4.853000474383301,4.868711418602571,4.853000474383301,12.419495,12.382964999999999,10.914185,47.81882,29.57435,9.551,293.8555
2019,7,16,4,29,2,16,3,2019-07-16T04:00:00.0,4.424682163840365,4.168010115378537,3.8226299694189603,4.853000474383301,3.8226299694189603,12.48193,12.418275,9.5881715,51.14025,29.56034,12.439,305.915
2019,7,16,3,29,2,16,3,2019-07-16T03:00:00.0,4.574306022476227,4.424682163840365,4.168010115378537,3.8226299694189603,4.168010115378537,12.585955,12.483935,9.568491,50.591135,29.6268,14.9805,309.39200000000005
2019,7,16,2,29,2,16,3,2019-07-16T02:00:00.0,5.718043246557942,4.574306022476227,4.424682163840365,4.168010115378537,4.424682163840365,12.57047,12.481470000000002,9.7956255,50.60197,29.785805,13.732,322.0575
2019,7,16,1,29,2,16,3,2019-07-16T01:00:00.0,6.210557423557844,5.718043246557942,4.574306022476227,4.424682163840365,4.574306022476227,12.53453,12.47245,9.802756,44.92914,29.68863,13.583,327.35900000000004
2019,7,16,0,29,2,16,3,2019-07-16T00:00:00.0,7.4495055934716286,6.210557423557844,5.718043246557942,4.574306022476227,5.718043246557942,12.5642,12.555299999999999,10.09536,47.77957,29.769315,11.684999999999999,327.764
2019,7,15,23,29,1,15,3,2019-07-15T23:00:00.0,7.383914765782614,7.4495055934716286,6.210557423557844,5.718043246557942,6.210557423557844,12.433620000000001,12.4987,10.1094,46.476555000000005,29.680855,10.302,326.115
2019,7,15,22,29,1,15,3,2019-07-15T22:00:00.0,7.350334161915961,7.383914765782614,7.4495055934716286,6.210557423557844,7.4495055934716286,12.339504999999999,12.30822,10.78471,34.673775,29.49914,3.3920000000000003,328.0085
2019,7,15,21,29,1,15,3,2019-07-15T21:00:00.0,6.583281729667058,7.350334161915961,7.383914765782614,7.4495055934716286,7.383914765782614,12.188894999999999,12.210425,10.633465000000001,35.60212,29.879640000000002,3.9245,182.8785
2019,7,15,20,29,1,15,3,2019-07-15T20:00:00.0,7.026717223912316,6.583281729667058,7.350334161915961,7.383914765782614,7.350334161915961,12.34627,12.317264999999999,10.80613,32.994524999999996,29.280034999999998,5.677,195.969
2019,7,15,19,29,1,15,3,2019-07-15T19:00:00.0,7.734429040602203,7.026717223912316,6.583281729667058,7.350334161915961,6.583281729667058,12.398530000000001,12.30165,10.924595,34.114509999999996,29.901605,1.9485000000000001,179.2285
2019,7,15,18,29,1,15,3,2019-07-15T18:00:00.0,2.5169737678133792,7.734429040602203,7.026717223912316,6.583281729667058,7.026717223912316,12.47928,12.42238,11.42568,32.34827,29.16862,5.7125,184.784
2019,7,15,17,29,1,15,3,2019-07-15T17:00:00.0,2.8746854182087342,2.5169737678133792,7.734429040602203,7.026717223912316,7.734429040602203,12.466345,12.369005,11.623000000000001,32.514445,29.301895000000002,4.875,266.08349999999996
2019,7,15,16,29,1,15,3,2019-07-15T16:00:00.0,2.1875,2.8746854182087342,2.5169737678133792,7.734429040602203,2.5169737678133792,12.406195,12.353394999999999,11.786515,37.639984999999996,29.519655,11.366,296.3485
2019,7,15,15,29,1,15,3,2019-07-15T15:00:00.0,4.63899589909283,2.1875,2.8746854182087342,2.5169737678133792,2.8746854182087342,12.319234999999999,12.323015,11.720575,44.39899,29.624455,19.9905,298.3145
2019,7,15,14,29,1,15,3,2019-07-15T14:00:00.0,4.6500124828361,4.63899589909283,2.1875,2.8746854182087342,2.1875,12.299335,12.35751,12.130970000000001,46.044945,30.09947,19.406,303.8615
2019,7,15,13,29,1,15,3,2019-07-15T13:00:00.0,4.716271515356058,4.6500124828361,4.63899589909283,2.1875,4.63899589909283,12.18985,12.20632,11.94503,46.27372,30.25906,13.16,309.89300000000003
2019,7,15,12,29,1,15,3,2019-07-15T12:00:00.0,4.716166551817746,4.716271515356058,4.6500124828361,4.63899589909283,4.6500124828361,12.299335,12.35751,11.94503,46.044945,30.09947,10.057500000000001,328.4595
2019,7,15,11,29,1,15,3,2019-07-15T11:00:00.0,4.924564415469921,4.716166551817746,4.716271515356058,4.6500124828361,4.716271515356058,12.286825,12.332867499999999,11.789825,43.1350925,29.881729999999997,11.2005,325.102
2019,7,15,10,29,1,15,3,2019-07-15T10:00:00.0,5.096492036785212,4.924564415469921,4.716166551817746,4.716271515356058,4.716166551817746,12.44675,12.40268,11.317174999999999,40.22524,29.627585,7.0245,341.1865
2019,7,15,9,29,1,15,3,2019-07-15T09:00:00.0,5.166534051864444,5.096492036785212,4.924564415469921,4.716166551817746,4.924564415469921,12.274315000000001,12.308225,11.63462,35.70637,29.66399,5.0285,163.5575
2019,7,15,8,29,1,15,3,2019-07-15T08:00:00.0,6.333859743728013,5.166534051864444,5.096492036785212,4.924564415469921,5.096492036785212,12.302805,12.31562,11.637049999999999,27.07844,29.756729999999997,5.1485,304.683
2019,7,15,7,29,1,15,3,2019-07-15T07:00:00.0,7.322379323451159,6.333859743728013,5.166534051864444,5.096492036785212,5.166534051864444,12.333025,12.368179999999999,11.764005000000001,37.43766,29.3898,1.3685,279.347
2019,7,15,6,29,1,15,3,2019-07-15T06:00:00.0,8.142216152945768,7.322379323451159,6.333859743728013,5.166534051864444,6.333859743728013,12.25041,12.257275,11.601945,39.238294999999994,29.777025000000002,3.4025,283.571
2019,7,15,5,29,1,15,3,2019-07-15T05:00:00.0,7.378008704147793,8.142216152945768,7.322379323451159,6.333859743728013,7.322379323451159,12.16436,12.14628,11.54296,42.766555,29.723295,6.016500000000001,210.415
2019,7,15,4,29,1,15,3,2019-07-15T04:00:00.0,4.204102720466172,7.378008704147793,8.142216152945768,7.322379323451159,8.142216152945768,12.17346,12.13312,11.386534999999999,45.072165,29.743479999999998,7.022,194.8675
2019,7,15,3,29,1,15,3,2019-07-15T03:00:00.0,5.3121031859520675,4.204102720466172,7.378008704147793,8.142216152945768,7.378008704147793,12.111805,12.096915,11.317015000000001,47.275445,29.55587,6.827,273.8905
2019,7,15,2,29,1,15,3,2019-07-15T02:00:00.0,5.905739061884115,5.3121031859520675,4.204102720466172,7.378008704147793,4.204102720466172,12.025705,11.960255,11.16231,50.155375,29.15108,4.5585,222.09199999999998
2019,7,15,1,29,1,15,3,2019-07-15T01:00:00.0,5.909040680113745,5.905739061884115,5.3121031859520675,4.204102720466172,5.3121031859520675,11.93534,11.94129,10.851130000000001,52.70549,29.40458,4.3655,300.8045
2019,7,15,0,29,1,15,3,2019-07-15T00:00:00.0,6.8602385164799164,5.909040680113745,5.905739061884115,5.3121031859520675,5.905739061884115,11.80944,11.754185,11.170425000000002,51.019695,30.22667,12.9995,304.4125
2019,7,14,23,28,7,14,3,2019-07-14T23:00:00.0,6.7576173285198555,6.8602385164799164,5.909040680113745,5.905739061884115,5.909040680113745,12.108915,12.090335,10.96742,50.86125,29.367105,7.05,304.1955
2019,7,14,22,28,7,14,3,2019-07-14T22:00:00.0,6.79477584828889,6.7576173285198555,6.8602385164799164,5.909040680113745,6.8602385164799164,12.102725,12.10515,11.100665,46.86046,29.527175,6.4275,316.14300000000003
2019,7,14,21,28,7,14,3,2019-07-14T21:00:00.0,6.439751740841659,6.79477584828889,6.7576173285198555,6.8602385164799164,6.7576173285198555,12.1111,12.073055,11.04308,45.08032,29.832720000000002,8.348,322.90700000000004
2019,7,14,20,28,7,14,3,2019-07-14T20:00:00.0,5.4397232720725395,6.439751740841659,6.79477584828889,6.7576173285198555,6.79477584828889,12.27582,12.269604999999999,11.183219999999999,41.54308,29.647534999999998,3.1109999999999998,324.1155
2019,7,14,19,28,7,14,3,2019-07-14T19:00:00.0,5.413326899974398,5.4397232720725395,6.439751740841659,6.79477584828889,6.439751740841659,12.195415,12.196445,11.181055,41.20879,29.74332,4.822,326.77549999999997
2019,7,14,18,28,7,14,3,2019-07-14T18:00:00.0,6.572177937773207,5.413326899974398,5.4397232720725395,6.439751740841659,5.4397232720725395,12.183219999999999,12.203845,11.22991,36.41659,29.73397,3.56,294.134
2019,7,14,17,28,7,14,3,2019-07-14T17:00:00.0,5.974571715289226,6.572177937773207,5.413326899974398,5.4397232720725395,5.413326899974398,12.165970000000002,12.211245,11.274155,42.205905,29.79707,5.5555,215.18849999999998
2019,7,14,16,28,7,14,3,2019-07-14T16:00:00.0,4.169640581187866,5.974571715289226,6.572177937773207,5.413326899974398,6.572177937773207,12.096745,12.1874,11.23885,41.26477,29.094635,7.747999999999999,194.4065
2019,7,14,15,28,7,14,3,2019-07-14T15:00:00.0,3.868823151125402,4.169640581187866,5.974571715289226,6.572177937773207,5.974571715289226,12.04026,12.03848,10.59834,51.946685,29.69803,7.728,207.2575
2019,7,14,14,28,7,14,3,2019-07-14T14:00:00.0,3.970165732450074,3.868823151125402,4.169640581187866,5.974571715289226,4.169640581187866,11.89125,11.788005,10.58304,52.569775,29.866975,6.3105,314.8285
2019,7,14,13,28,7,14,3,2019-07-14T13:00:00.0,4.585687640572714,3.970165732450074,3.868823151125402,4.169640581187866,3.868823151125402,12.067969999999999,12.092804999999998,10.52698,55.974425,29.846505,11.656,303.4945
2019,7,14,12,28,7,14,3,2019-07-14T12:00:00.0,4.307735721273233,4.585687640572714,3.970165732450074,3.868823151125402,3.970165732450074,12.150960000000001,12.175889999999999,10.425965000000001,55.179335,29.885645,12.512,313.289
2019,7,14,11,28,7,14,3,2019-07-14T11:00:00.0,5.126008347526624,4.307735721273233,4.585687640572714,3.970165732450074,4.585687640572714,12.018345,12.01378,10.771505,52.68321,29.964444999999998,9.9725,312.169
2019,7,14,10,28,7,14,3,2019-07-14T10:00:00.0,4.744655351911484,5.126008347526624,4.307735721273233,4.585687640572714,4.307735721273233,11.965415,11.99485,10.639585,52.92076,29.99593,8.742,307.293
2019,7,14,9,28,7,14,3,2019-07-14T09:00:00.0,5.433555519427736,4.744655351911484,5.126008347526624,4.307735721273233,5.126008347526624,11.942689999999999,11.983325,10.888445,46.94742,30.038775,8.9375,308.25149999999996
2019,7,14,8,28,7,14,3,2019-07-14T08:00:00.0,6.00207426600096,5.433555519427736,4.744655351911484,5.126008347526624,4.744655351911484,11.988355,11.953675,11.113995,44.15186,29.78762,5.194,296.0295
2019,7,14,7,28,7,14,3,2019-07-14T07:00:00.0,6.457627296148126,6.00207426600096,5.433555519427736,4.744655351911484,5.433555519427736,11.778655,11.787175,11.10549,42.49563,30.041845000000002,5.138,322.017
2019,7,14,6,28,7,14,3,2019-07-14T06:00:00.0,6.705324799431073,6.457627296148126,6.00207426600096,5.433555519427736,6.00207426600096,11.819485,11.816044999999999,11.172789999999999,40.201395,30.009520000000002,5.3645,195.37849999999997
2019,7,14,5,28,7,14,3,2019-07-14T05:00:00.0,4.035702929018125,6.705324799431073,6.457627296148126,6.00207426600096,6.457627296148126,12.017095000000001,11.99814,11.01954,40.59465,29.58396,4.454,216.66750000000002
2019,7,14,4,28,7,14,3,2019-07-14T04:00:00.0,3.1287467443605705,4.035702929018125,6.705324799431073,6.457627296148126,6.705324799431073,12.027465,12.003895,11.044875000000001,44.461515000000006,29.782055,7.4595,220.5555
2019,7,14,3,28,7,14,3,2019-07-14T03:00:00.0,3.4120674592623543,3.1287467443605705,4.035702929018125,6.705324799431073,4.035702929018125,11.95931,11.66499,10.553640000000001,51.43734,29.426775,8.461500000000001,302.801
2019,7,14,2,28,7,14,3,2019-07-14T02:00:00.0,4.3323303446003365,3.4120674592623543,3.1287467443605705,4.035702929018125,3.1287467443605705,11.784775,11.829235,10.54584,55.811785,30.084809999999997,15.4315,295.61400000000003
2019,7,14,1,28,7,14,3,2019-07-14T01:00:00.0,4.7557963220903785,4.3323303446003365,3.4120674592623543,3.1287467443605705,3.4120674592623543,11.88044,11.859739999999999,10.367735,56.92564,29.589930000000003,17.3885,294.725
2019,7,14,0,28,7,14,3,2019-07-14T00:00:00.0,5.707211007039386,4.7557963220903785,4.3323303446003365,3.4120674592623543,4.3323303446003365,11.89961,11.96685,10.103285,57.39373,29.531959999999998,18.1175,304.5635
